idEmp,numAula,dia,fecha,hora_ini,hora_fin
8590,6,1,03/06/2013,07:00,08:30
2157,7,1,03/06/2013,07:00,08:30
9977,8,1,03/06/2013,09:00,11:00
9790,9,1,03/06/2013,09:00,11:00
2797,10,1,03/06/2013,09:00,11:00
6323,11,1,03/06/2013,09:00,11:00
9236,12,1,03/06/2013,09:00,10:30
7381,13,1,03/06/2013,09:00,10:30
8468,14,1,03/06/2013,09:00,10:30
1033,15,1,03/06/2013,09:00,10:30
8988,16,1,03/06/2013,09:00,10:30
8524,17,1,03/06/2013,09:00,10:30
8667,18,1,03/06/2013,09:00,10:30
6748,19,1,03/06/2013,09:00,10:30
7128,20,1,03/06/2013,09:00,10:30
6554,1,1,03/06/2013,09:00,10:30
7354,2,1,03/06/2013,09:00,10:30
8479,3,1,03/06/2013,09:00,10:30
2157,4,1,03/06/2013,09:00,10:30
6996,5,1,03/06/2013,09:00,10:30
9977,6,1,03/06/2013,09:00,10:30
421,7,1,03/06/2013,09:00,10:30
6748,8,1,03/06/2013,14:00,15:30
7381,9,1,03/06/2013,14:00,15:30
9400,10,1,03/06/2013,14:00,15:30
2797,11,1,03/06/2013,14:00,15:30
8808,12,1,03/06/2013,14:00,15:30
3841,15,1,03/06/2013,14:00,15:30
6323,14,1,03/06/2013,14:00,15:30
8493,13,1,03/06/2013,14:00,15:30
3628,16,1,03/06/2013,14:00,15:30
9421,17,1,03/06/2013,14:00,15:30
7732,18,1,03/06/2013,14:00,15:30
9255,19,1,03/06/2013,14:00,15:30
9138,20,1,03/06/2013,14:00,15:30
1291,1,1,03/06/2013,14:00,15:30
9790,2,1,03/06/2013,14:00,15:30
8468,3,1,03/06/2013,14:00,15:30
8988,4,1,03/06/2013,14:00,15:30
8667,5,1,03/06/2013,14:00,15:30
8808,6,1,03/06/2013,14:00,15:30
7128,7,1,03/06/2013,14:00,15:30
6411,8,1,03/06/2013,14:00,15:30
9976,9,1,03/06/2013,14:00,15:30
6323,10,2,04/06/2013,07:00,08:30
8524,11,2,04/06/2013,07:00,08:30
2943,12,2,04/06/2013,07:00,08:30
2797,13,2,04/06/2013,07:00,08:30
9400,14,2,04/06/2013,07:00,08:30
3628,15,2,04/06/2013,07:00,08:30
8493,16,2,04/06/2013,07:00,08:30
8479,17,2,04/06/2013,07:00,08:30
2209,18,2,04/06/2013,07:00,08:30
1033,19,2,04/06/2013,07:00,08:30
7381,20,2,04/06/2013,07:00,08:30
3841,3,2,04/06/2013,07:00,08:30
9977,4,2,04/06/2013,07:00,08:30
9255,5,2,04/06/2013,07:00,08:30
8808,6,2,04/06/2013,07:00,08:30
9401,10,2,04/06/2013,07:00,08:30
6323,13,2,04/06/2013,07:00,08:30
2797,14,2,04/06/2013,07:00,08:30
7381,15,2,04/06/2013,07:00,08:30
6827,1,2,04/06/2013,07:00,08:30
9127,2,2,04/06/2013,07:00,08:30
648,7,2,04/06/2013,07:00,08:30
6871,8,2,04/06/2013,07:00,08:30
7972,20,2,04/06/2013,07:00,08:30
9236,11,2,04/06/2013,07:00,08:30
3628,12,2,04/06/2013,07:00,08:30
2943,17,2,04/06/2013,07:00,08:30
851,16,2,04/06/2013,07:00,08:30
9398,18,2,04/06/2013,09:00,10:30
